project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Ubari power station,4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2019,160,,MW,point,26.564,12.679,,https://www.gem.wiki/Ubari_power_station,operating
Ughelli power station,1,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,operating,1991,100,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Ughelli_power_station,operating
Ughelli power station,2,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,operating,1991,100,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Ughelli_power_station,operating
Ughelli power station,3,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,operating,1991,100,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Ughelli_power_station,operating
Ughelli power station,4,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,operating,1991,100,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Ughelli_power_station,operating
Ughelli power station,5,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,operating,1991,100,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Ughelli_power_station,operating
Ughelli power station,6,gas_power_plant,Transcorp Power Ltd,Transnational Corp of Nigeria PLC,Nigeria,operating,1991,100,,MW,point,5.5413,5.9159,,https://www.gem.wiki/Ughelli_power_station,operating
Victoria C (Roche Caiman) power station,1,gas_power_plant,Public Utilities Corp,Public Utilities Corp,Seychelles,operating,2015,58,,MW,point,-4.6323,55.466,,https://www.gem.wiki/Victoria_C_(Roche_Caiman)_power_station,operating
Walidia power station,1,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1992,300,,MW,point,27.212,31.161,,https://www.gem.wiki/Walidia_power_station,operating
Walidia power station,2,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1997,300,,MW,point,27.212,31.161,,https://www.gem.wiki/Walidia_power_station,operating
Walidia power station,3,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2021,650,,MW,point,27.212,31.161,,https://www.gem.wiki/Walidia_power_station,operating
West Assiut power station,1,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2019,750,,MW,point,27.182,31,,https://www.gem.wiki/West_Assiut_power_station,operating
West Assiut power station,2,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2020,750,,MW,point,27.182,31,,https://www.gem.wiki/West_Assiut_power_station,operating
West Damietta Ext. power plant,2,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,750,,MW,point,31.443,31.605,,https://www.gem.wiki/West_Damietta_Ext._power_plant,operating
West Damietta power plant,1,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,750,,MW,point,31.443,31.605,,https://www.gem.wiki/West_Damietta_power_plant,operating
West Tripoli Thermal power station,ST1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1976,65,,MW,point,32.823,12.975,,https://www.gem.wiki/West_Tripoli_Thermal_power_station,operating
West Tripoli Thermal power station,ST2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1976,65,,MW,point,32.823,12.975,,https://www.gem.wiki/West_Tripoli_Thermal_power_station,operating
West Tripoli Thermal power station,ST3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1976,65,,MW,point,32.823,12.975,,https://www.gem.wiki/West_Tripoli_Thermal_power_station,operating
West Tripoli Thermal power station,ST4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1976,65,,MW,point,32.823,12.975,,https://www.gem.wiki/West_Tripoli_Thermal_power_station,operating
West Tripoli Thermal power station,ST5,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1980,120,,MW,point,32.823,12.975,,https://www.gem.wiki/West_Tripoli_Thermal_power_station,operating
West Tripoli Thermal power station,ST6,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1980,120,,MW,point,32.823,12.975,,https://www.gem.wiki/West_Tripoli_Thermal_power_station,operating
West Tripoli power station,GT1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2022,167,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,operating
West Tripoli power station,GT2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2022,167,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,operating
West Tripoli power station,GT3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,,168,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,construction_plus
West Tripoli power station,GT4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,,168,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,construction_plus
West Tripoli power station,ST1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,shelved,,350,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,shelved
West Tripoli power station,ST2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,shelved,,350,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,shelved
West Tripoli power station,ST3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,shelved,,350,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,shelved
West Tripoli power station,ST4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,shelved,,350,,MW,point,32.827,12.978,,https://www.gem.wiki/West_Tripoli_power_station,shelved
Westcom power station,1,gas_power_plant,Westom Power Plant Ltd,Westom Power Plant Ltd,Nigeria,announced,2030,250,,MW,point,6.5244,3.3237,,https://www.gem.wiki/Westcom_power_station,proposed_plus
Westcom power station,2,gas_power_plant,Westom Power Plant Ltd,Westom Power Plant Ltd,Nigeria,announced,2030,250,,MW,point,6.5244,3.3237,,https://www.gem.wiki/Westcom_power_station,proposed_plus
Western Area Power Generation Project,1,gas_power_plant,CECA SL Generation Ltd; CECA SL Generation Ltd,TCQ Power Ltd [50.0%],Sierra Leone,construction,2024,89,,MW,point,8.4759,-13.191,,https://www.gem.wiki/Western_Area_Power_Generation_Project,construction_plus
Western Mountain power plant,GT11,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2005,156,,MW,point,31.956,11.145,,https://www.gem.wiki/Western_Mountain_power_plant,operating
Western Mountain power plant,GT12,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2005,156,,MW,point,31.956,11.145,,https://www.gem.wiki/Western_Mountain_power_plant,operating
Western Mountain power plant,GT13,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2006,156,,MW,point,31.956,11.145,,https://www.gem.wiki/Western_Mountain_power_plant,operating
Western Mountain power plant,GT14,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2006,156,,MW,point,31.956,11.145,,https://www.gem.wiki/Western_Mountain_power_plant,operating
Western Mountain power plant,GT15,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2010,156,,MW,point,31.956,11.145,,https://www.gem.wiki/Western_Mountain_power_plant,operating
Western Mountain power plant,GT16,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2012,156,,MW,point,31.956,11.145,,https://www.gem.wiki/Western_Mountain_power_plant,operating
Western Mountain power plant,ST1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,shelved,,450,,MW,point,31.956,11.145,,https://www.gem.wiki/Western_Mountain_power_plant,shelved
Yellow Stone power station,1,gas_power_plant,,,Nigeria,announced,2024,180,,MW,point,7.5342,6.6515,,https://www.gem.wiki/Yellow_Stone_power_station,proposed_plus
Yellow Stone power station,2,gas_power_plant,,,Nigeria,announced,2024,180,,MW,point,7.5342,6.6515,,https://www.gem.wiki/Yellow_Stone_power_station,proposed_plus
Zimasco power plant,1,gas_power_plant,Shangani Energy Exploration; Shangani Energy Exploration,Sinosteel Corp Ltd [82.8%],Zimbabwe,announced,2024,400,,MW,point,-18.931,27.76,,https://www.gem.wiki/Zimasco_power_plant,proposed_plus
Zinga power station,1,gas_power_plant,Kamal Power Ltd,Kamal Power Ltd,Tanzania,cancelled,,200,,MW,point,-6.5671,39.018,,https://www.gem.wiki/Zinga_power_station,cancelled
Zliten power plant,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,2024,174,,MW,point,32.464,14.572,,https://www.gem.wiki/Zliten_power_plant,construction_plus
Zliten power plant,2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,2024,174,,MW,point,32.464,14.572,,https://www.gem.wiki/Zliten_power_plant,construction_plus
Zliten power plant,3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,2024,174,,MW,point,32.464,14.572,,https://www.gem.wiki/Zliten_power_plant,construction_plus
Zliten power plant,4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,2024,174,,MW,point,32.464,14.572,,https://www.gem.wiki/Zliten_power_plant,construction_plus
Zliten power plant,5,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,2024,174,,MW,point,32.464,14.572,,https://www.gem.wiki/Zliten_power_plant,construction_plus
Zliten power plant,6,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,2024,174,,MW,point,32.464,14.572,,https://www.gem.wiki/Zliten_power_plant,construction_plus
Zueitina power station,CC,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,shelved,,250,,MW,point,30.955,20.117,,https://www.gem.wiki/Zueitina_power_station,shelved
Zueitina power station,GT1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1994,50,,MW,point,30.955,20.117,,https://www.gem.wiki/Zueitina_power_station,operating
Zueitina power station,GT2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1994,50,,MW,point,30.955,20.117,,https://www.gem.wiki/Zueitina_power_station,operating
Zueitina power station,GT3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1994,50,,MW,point,30.955,20.117,,https://www.gem.wiki/Zueitina_power_station,operating
Zueitina power station,GT4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1994,50,,MW,point,30.955,20.117,,https://www.gem.wiki/Zueitina_power_station,operating
Zueitina power station,GT5,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2010,285,,MW,point,30.955,20.117,,https://www.gem.wiki/Zueitina_power_station,operating
Zueitina power station,GT6,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2010,285,,MW,point,30.955,20.117,,https://www.gem.wiki/Zueitina_power_station,operating
Ain Sokhna Hoegh FSRU,,lng_terminal,,Government of Egypt [unknown %],Egypt,mothballed,2015,4.2,,MTPA,point,29.649,32.356,,https://www.gem.wiki/Ain_Sokhna_Hoegh_FSRU,mothballed_plus
Akonikien LNG Terminal,,lng_terminal,,Corban Energy Group [100.00%],Equatorial Guinea,shelved,2020,,,MTPA,point,1.8329,9.7414,,https://www.gem.wiki/Akonikien_LNG_Terminal,shelved
Angola LNG Terminal,,lng_terminal,,Chevron [36.40%]; Sonangol [22.80%]; BP [13.60%]; Eni [13.60%]; TotalEnergies [13.60%],Angola,operating,2013,5.2,,MTPA,point,-6.1196,12.336,,https://www.gem.wiki/Angola_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GLZ4,lng_terminal,,Sonatrach [100.00%],Algeria,retired,1964,1.3,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,retired
Arzew-Bethioua LNG Terminal,GL1Z T1,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1978,1.32,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL1Z T2,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1978,1.32,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL1Z T3,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1978,1.32,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL1Z T4,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1978,1.32,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL1Z T5,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1978,1.32,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL1Z T6,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1978,1.32,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL2Z T1,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1981,1.37,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL2Z T2,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1981,1.37,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL2Z T3,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1981,1.37,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL2Z T4,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1981,1.37,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL2Z T5,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1981,1.37,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL2Z T6,lng_terminal,,Sonatrach [100.00%],Algeria,operating,1981,1.37,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Arzew-Bethioua LNG Terminal,GL3Z,lng_terminal,,Sonatrach [100.00%],Algeria,operating,2014,4.7,,MTPA,point,35.805,-0.24097,,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,operating
Benin FSRU,,lng_terminal,,TotalEnergies [unknown %],Benin,shelved,2021,0.5,,MTPA,point,6.3468,2.4352,,https://www.gem.wiki/Benin_FSRU,shelved
BirAllah LNG Hub,,lng_terminal,,BP [unknown %]; Kosmos Energy [unknown %],Mauritania,proposed,,10,,MTPA,point,17.993,-16.027,,https://www.gem.wiki/BirAllah_LNG_Hub,proposed_plus
Boudji FLNG Terminal,,lng_terminal,,Petronas [100.00%],Gabon,proposed,,,,MTPA,point,-4.3028,10.351,,https://www.gem.wiki/Boudji_FLNG_Terminal,proposed_plus
Brass LNG Terminal,T1,lng_terminal,,Nigerian National Petroleum Corporation [49.00%]; ConocoPhillips [17.00%]; Eni [17.00%]; TotalEnergies [17.00%],Nigeria,proposed,,5,,MTPA,point,4.31,6.246,,https://www.gem.wiki/Brass_LNG_Terminal,proposed_plus
Brass LNG Terminal,T2,lng_terminal,,Nigerian National Petroleum Corporation [49.00%]; ConocoPhillips [17.00%]; Eni [17.00%]; TotalEnergies [17.00%],Nigeria,proposed,,5,,MTPA,point,4.31,6.246,,https://www.gem.wiki/Brass_LNG_Terminal,proposed_plus
Cameroon FLNG Terminal,T1,lng_terminal,,Golar LNG [89.00%]; Keppel Corporation Ltd  [10.00%]; Black & Veatch Holding Company [1.00%],Cameroon,operating,2018,0.6,,MTPA,point,2.935,9.91,,https://www.gem.wiki/Cameroon_FLNG_Terminal,operating
Cameroon FLNG Terminal,T2,lng_terminal,,Golar LNG [89.00%]; Keppel Corporation Ltd  [10.00%]; Black & Veatch Holding Company [1.00%],Cameroon,operating,2018,0.6,,MTPA,point,2.935,9.91,,https://www.gem.wiki/Cameroon_FLNG_Terminal,operating
