project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Ambohimanambola (Trigu) power plant,1,gas_power_plant,Trigu Energy,Trigu Energy,Madagascar,operating,2023,105,,MW,point,-18.95,47.615,,https://www.gem.wiki/Ambohimanambola_(Trigu)_power_plant,operating
Anambra power station,1,gas_power_plant,Anambra Gas Fired IPP Co Ltd; Anambra Gas Fired IPP Co Ltd,Orient Petroleum Resources PLC,Nigeria,shelved,,124,,MW,point,6.1298,6.8012,,https://www.gem.wiki/Anambra_power_station,shelved
Anixas II power station,1,gas_power_plant,NamPower,NamPower,Namibia,pre-construction,2023,50,,MW,point,-22.94,14.516,,https://www.gem.wiki/Anixas_II_power_station,pre-construction
Ankerlig power station,1-1,gas_power_plant,Eskom,Eskom,South Africa,operating,2007,149.2,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,1-2,gas_power_plant,Eskom,Eskom,South Africa,operating,2007,149.2,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,1-3,gas_power_plant,Eskom,Eskom,South Africa,operating,2007,149.2,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,1-4,gas_power_plant,Eskom,Eskom,South Africa,operating,2007,149.2,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,2-1,gas_power_plant,Eskom,Eskom,South Africa,operating,2009,148.3,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,2-2,gas_power_plant,Eskom,Eskom,South Africa,operating,2009,148.3,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,2-3,gas_power_plant,Eskom,Eskom,South Africa,operating,2009,148.3,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,2-4,gas_power_plant,Eskom,Eskom,South Africa,operating,2009,148.3,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Ankerlig power station,2-5,gas_power_plant,Eskom,Eskom,South Africa,operating,2009,148.3,,MW,point,-33.589,18.461,,https://www.gem.wiki/Ankerlig_power_station,operating
Arandis Erongo power station,1,gas_power_plant,NamPower,NamPower,Namibia,cancelled,,250,,MW,point,-22.417,14.967,,https://www.gem.wiki/Arandis_Erongo_power_station,cancelled
Arish power station,GT1,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,,125,,MW,point,31.116,33.683,,https://www.gem.wiki/Arish_power_station,operating
Arish power station,GT2,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,,125,,MW,point,31.116,33.683,,https://www.gem.wiki/Arish_power_station,operating
Arusha power station,1,gas_power_plant,Symbion Power Lake Kivu Ltd,Symbion Power LLC,Tanzania,operating,,50,,MW,point,-3.3834,36.683,,https://www.gem.wiki/Arusha_power_station,operating
Asco power station,1,gas_power_plant,,,Nigeria,operating,2021,55,,MW,point,7.5226,6.561,,https://www.gem.wiki/Asco_power_station,operating
Asco power station,2,gas_power_plant,,,Nigeria,operating,2021,55,,MW,point,7.5226,6.561,,https://www.gem.wiki/Asco_power_station,operating
Astra Energy Tanzania power station,1,gas_power_plant,Astra Energy Inc,Astra Energy Inc,Tanzania,announced,,350,,MW,point,-6.744,34.613,,https://www.gem.wiki/Astra_Energy_Tanzania_power_station,proposed_plus
Ataka Steam power plant,ST1,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1985,150,,MW,point,29.936,32.472,,https://www.gem.wiki/Ataka_Steam_power_plant,operating
Ataka Steam power plant,ST2,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1985,150,,MW,point,29.936,32.472,,https://www.gem.wiki/Ataka_Steam_power_plant,operating
Ataka Steam power plant,ST3,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1987,300,,MW,point,29.936,32.472,,https://www.gem.wiki/Ataka_Steam_power_plant,operating
Ataka Steam power plant,ST4,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1989,300,,MW,point,29.936,32.472,,https://www.gem.wiki/Ataka_Steam_power_plant,operating
Ataka power plant,GT1,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2015,164,,MW,point,29.931,32.464,,https://www.gem.wiki/Ataka_power_plant,operating
Ataka power plant,GT2,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2015,164,,MW,point,29.931,32.464,,https://www.gem.wiki/Ataka_power_plant,operating
Ataka power plant,GT3,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2015,156,,MW,point,29.931,32.464,,https://www.gem.wiki/Ataka_power_plant,operating
Ataka power plant,GT4,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2015,156,,MW,point,29.931,32.464,,https://www.gem.wiki/Ataka_power_plant,operating
Athi River power station,1,gas_power_plant,Gulf Energy Ltd,Auron Energy Ltd [80.0%],Kenya,operating,2014,80,,MW,point,-1.4531,37.005,,https://www.gem.wiki/Athi_River_power_station,operating
Athi Triumph power station,1-10,gas_power_plant,Triumph Power,Triumph Power,Kenya,operating,2015,83.2,,MW,point,-1.4622,36.956,,https://www.gem.wiki/Athi_Triumph_power_station,operating
Atinkou power station,1,gas_power_plant,Atinkou SA; Atinkou SA; Atinkou SA,Atinkou SA; Atinkou SA; Atinkou SA,Côte d'Ivoire,construction,2024,390,,MW,point,5.258,-4.3265,,https://www.gem.wiki/Atinkou_power_station,construction_plus
Avon power station,1,gas_power_plant,Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd,ENGIE SA [38.0%]; Legend Power Solutions Pty Ltd [27.0%]; Mitsui & Co Ltd [25.0%],South Africa,operating,2016,167.5,,MW,point,-29.419,31.158,,https://www.gem.wiki/Avon_power_station,operating
Avon power station,2,gas_power_plant,Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd,ENGIE SA [38.0%]; Legend Power Solutions Pty Ltd [27.0%]; Mitsui & Co Ltd [25.0%],South Africa,operating,2016,167.5,,MW,point,-29.419,31.158,,https://www.gem.wiki/Avon_power_station,operating
Avon power station,3,gas_power_plant,Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd,ENGIE SA [38.0%]; Legend Power Solutions Pty Ltd [27.0%]; Mitsui & Co Ltd [25.0%],South Africa,operating,2016,167.5,,MW,point,-29.419,31.158,,https://www.gem.wiki/Avon_power_station,operating
Avon power station,4,gas_power_plant,Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd; Avon Peaking Power (RF) Pty Ltd,ENGIE SA [38.0%]; Legend Power Solutions Pty Ltd [27.0%]; Mitsui & Co Ltd [25.0%],South Africa,operating,2016,167.5,,MW,point,-29.419,31.158,,https://www.gem.wiki/Avon_power_station,operating
Azikel power station,2-1,gas_power_plant,Azikel Power Ltd,Azikel Power Ltd,Nigeria,announced,2030,125,,MW,point,5.019,6.2987,,https://www.gem.wiki/Azikel_power_station,proposed_plus
Azikel power station,2-2,gas_power_plant,Azikel Power Ltd,Azikel Power Ltd,Nigeria,announced,2030,125,,MW,point,5.019,6.2987,,https://www.gem.wiki/Azikel_power_station,proposed_plus
Azikel power station,3-2,gas_power_plant,Azikel Power Ltd,Azikel Power Ltd,Nigeria,announced,2030,125,,MW,point,5.019,6.2987,,https://www.gem.wiki/Azikel_power_station,proposed_plus
Azikel power station,3-1,gas_power_plant,Azikel Power Ltd,Azikel Power Ltd,Nigeria,announced,2030,38,,MW,point,5.019,6.2987,,https://www.gem.wiki/Azikel_power_station,proposed_plus
Azito power plant,CC4,gas_power_plant,Azito Energie SA; Azito Energie SA; Azito Energie SA,CDC Group PLC [54.0%],Côte d'Ivoire,operating,2022,253,,MW,point,5.3015,-4.0763,,https://www.gem.wiki/Azito_power_plant,operating
Azito power plant,GT1-GT2-CC3,gas_power_plant,Azito Energie SA; Azito Energie SA; Azito Energie SA,CDC Group PLC [54.0%],Côte d'Ivoire,operating,2015,460,,MW,point,5.3015,-4.0763,,https://www.gem.wiki/Azito_power_plant,operating
Azura-Edo IPP power station,1,gas_power_plant,Azura Power West Africa Ltd; Azura Power West Africa Ltd; Azura Power West Africa Ltd,Actis LLP,Nigeria,operating,2018,154,,MW,point,6.4099,5.6806,,https://www.gem.wiki/Azura-Edo_IPP_power_station,operating
Azura-Edo IPP power station,2,gas_power_plant,Azura Power West Africa Ltd; Azura Power West Africa Ltd; Azura Power West Africa Ltd,Actis LLP,Nigeria,operating,2018,154,,MW,point,6.4099,5.6806,,https://www.gem.wiki/Azura-Edo_IPP_power_station,operating
Azura-Edo IPP power station,3,gas_power_plant,Azura Power West Africa Ltd; Azura Power West Africa Ltd; Azura Power West Africa Ltd,Actis LLP,Nigeria,operating,2018,154,,MW,point,6.4099,5.6806,,https://www.gem.wiki/Azura-Edo_IPP_power_station,operating
Banda Gas-to-Power Project,1,gas_power_plant,New Fortress Energy Inc,New Fortress Energy Inc,Mauritania,pre-construction,2024,120,,MW,point,18.048,-16.009,,https://www.gem.wiki/Banda_Gas-to-Power_Project,pre-construction
Bangui Thermal power station,1,gas_power_plant,Énergie Centrafricaine,Énergie Centrafricaine,Central African Republic,operating,2021,50,,MW,point,4.3895,18.554,,https://www.gem.wiki/Bangui_Thermal_power_station,operating
Banha power plant,1,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2014,750,,MW,point,30.497,31.223,,https://www.gem.wiki/Banha_power_plant,operating
Bel-Air C6 power station,1-6,gas_power_plant,National Electricity Company of Senegal,National Electricity Company of Senegal,Senegal,operating,2021,90,,MW,point,14.69,-17.434,,https://www.gem.wiki/Bel-Air_C6_power_station,operating
Bellara power station,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2022,699,,MW,point,36.74,6.251,,https://www.gem.wiki/Bellara_power_station,operating
Bellara power station,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2022,699,,MW,point,36.74,6.251,,https://www.gem.wiki/Bellara_power_station,operating
Beluluane power station,1,gas_power_plant,Beluluane Gas Company SA; Beluluane Gas Company SA; Beluluane Gas Company SA,Matola Gas Company SA; TotalEnergies SE,Mozambique,pre-construction,2026,2000,,MW,point,-26.039,32.327,,https://www.gem.wiki/Beluluane_power_station,pre-construction
Benghazi power station,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,pre-construction,,1500,,MW,point,32.12,20.068,,https://www.gem.wiki/Benghazi_power_station,pre-construction
Beni Suef power plant,1,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,1200,,MW,point,28.922,30.984,,https://www.gem.wiki/Beni_Suef_power_plant,operating
Beni Suef power plant,2,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,1200,,MW,point,28.922,30.984,,https://www.gem.wiki/Beni_Suef_power_plant,operating
Beni Suef power plant,3,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2017,1200,,MW,point,28.922,30.984,,https://www.gem.wiki/Beni_Suef_power_plant,operating
Beni Suef power plant,4,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2017,1200,,MW,point,28.922,30.984,,https://www.gem.wiki/Beni_Suef_power_plant,operating
Berrouaghia power plant,1,gas_power_plant,Shariket Kahraba Berrouaghia SpA,Shariket Kahraba Berrouaghia SpA,Algeria,operating,2007,244.5,,MW,point,36.14,2.9302,,https://www.gem.wiki/Berrouaghia_power_plant,operating
Berrouaghia power plant,2,gas_power_plant,Shariket Kahraba Berrouaghia SpA,Shariket Kahraba Berrouaghia SpA,Algeria,operating,2007,244.5,,MW,point,36.14,2.9302,,https://www.gem.wiki/Berrouaghia_power_plant,operating
Bir Mcherga power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,1997,120,,MW,point,36.462,10.055,,https://www.gem.wiki/Bir_Mcherga_power_station,operating
Bir Mcherga power station,2,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,1997,120,,MW,point,36.462,10.055,,https://www.gem.wiki/Bir_Mcherga_power_station,operating
Bir Mcherga power station,3,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2013,128,,MW,point,36.462,10.055,,https://www.gem.wiki/Bir_Mcherga_power_station,operating
Bir Mcherga power station,4,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2013,128,,MW,point,36.462,10.055,,https://www.gem.wiki/Bir_Mcherga_power_station,operating
Bonny Island LNG power plant,5,gas_power_plant,Nigeria LNG Ltd; Nigeria LNG Ltd; Nigeria LNG Ltd; Nigeria LNG Ltd,NNPC Ltd [49.0%]; Shell PLC [25.6%]; TotalEnergies SE [15.0%]; Eni SpA [10.4%],Nigeria,operating,,90,,MW,point,4.4184,7.1616,,https://www.gem.wiki/Bonny_Island_LNG_power_plant,operating
Bonny Island LNG power plant,6,gas_power_plant,Nigeria LNG Ltd; Nigeria LNG Ltd; Nigeria LNG Ltd; Nigeria LNG Ltd,NNPC Ltd [49.0%]; Shell PLC [25.6%]; TotalEnergies SE [15.0%]; Eni SpA [10.4%],Nigeria,operating,,90,,MW,point,4.4184,7.1616,,https://www.gem.wiki/Bonny_Island_LNG_power_plant,operating
Bouchemma power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,1999,120,,MW,point,33.918,10.038,,https://www.gem.wiki/Bouchemma_power_station,operating
Bouchemma power station,4,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2016,125,,MW,point,33.918,10.038,,https://www.gem.wiki/Bouchemma_power_station,operating
Bouchemma power station,5,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2016,125,,MW,point,33.918,10.038,,https://www.gem.wiki/Bouchemma_power_station,operating
Boufarik 2 power plant,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2016,250,,MW,point,36.597,2.8785,,https://www.gem.wiki/Boufarik_2_power_plant,operating
Boufarik 2 power plant,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2016,250,,MW,point,36.597,2.8785,,https://www.gem.wiki/Boufarik_2_power_plant,operating
Boufarik 2 power plant,3,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2016,250,,MW,point,36.597,2.8785,,https://www.gem.wiki/Boufarik_2_power_plant,operating
Boulaos power station,1,gas_power_plant,,,Djibouti,operating,1999,108,,MW,point,11.575,43.157,,https://www.gem.wiki/Boulaos_power_station,operating
Boutlélis power station,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2019,225,,MW,point,35.566,-0.9386,,https://www.gem.wiki/Boutlélis_power_station,operating
Boutlélis power station,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2020,225,,MW,point,35.566,-0.9386,,https://www.gem.wiki/Boutlélis_power_station,operating
Bresson power station,1,gas_power_plant,Bresson A.S Nigeria Ltd,Bresson Energy Ltd,Nigeria,announced,2030,150,,MW,point,6.5384,3.3189,,https://www.gem.wiki/Bresson_power_station,proposed_plus
Bresson power station,2,gas_power_plant,Bresson A.S Nigeria Ltd,Bresson Energy Ltd,Nigeria,announced,2030,150,,MW,point,6.5384,3.3189,,https://www.gem.wiki/Bresson_power_station,proposed_plus
Bresson power station,3,gas_power_plant,Bresson A.S Nigeria Ltd,Bresson Energy Ltd,Nigeria,announced,2030,150,,MW,point,6.5384,3.3189,,https://www.gem.wiki/Bresson_power_station,proposed_plus
Bridge power station,1,gas_power_plant,Early Power Ltd; Early Power Ltd; Early Power Ltd,General Electric Co; The Quantum Group Ltd,Ghana,operating,2021,194,,MW,point,5.6777,0.019369,,https://www.gem.wiki/Bridge_power_station,operating
Bridge power station,2,gas_power_plant,Early Power Ltd; Early Power Ltd; Early Power Ltd,General Electric Co; The Quantum Group Ltd,Ghana,pre-construction,2025,200,,MW,point,5.6777,0.019369,,https://www.gem.wiki/Bridge_power_station,pre-construction
Burullus power plant,1,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,1200,,MW,point,31.53,30.807,,https://www.gem.wiki/Burullus_power_plant,operating
Burullus power plant,2,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,1200,,MW,point,31.53,30.807,,https://www.gem.wiki/Burullus_power_plant,operating
Burullus power plant,3,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,1200,,MW,point,31.53,30.807,,https://www.gem.wiki/Burullus_power_plant,operating
Burullus power plant,4,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,1200,,MW,point,31.53,30.807,,https://www.gem.wiki/Burullus_power_plant,operating
Cabora Bassa power station,Phase 1,gas_power_plant,Tatanga Energy,Tatanga Energy,Zimbabwe,announced,,150,,MW,point,-16.018,30.583,,https://www.gem.wiki/Cabora_Bassa_power_station,proposed_plus
Cabora Bassa power station,Phase 2,gas_power_plant,Tatanga Energy,Tatanga Energy,Zimbabwe,announced,,350,,MW,point,-16.018,30.583,,https://www.gem.wiki/Cabora_Bassa_power_station,proposed_plus
Cairo North power plant,1,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2008,750,,MW,point,30.103,31.268,,https://www.gem.wiki/Cairo_North_power_plant,operating
Cairo North power plant,2,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2008,750,,MW,point,30.103,31.268,,https://www.gem.wiki/Cairo_North_power_plant,operating
Cairo South power plant,1-1,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,retired,1989,110,,MW,point,29.868,31.291,,https://www.gem.wiki/Cairo_South_power_plant,retired
Cairo South power plant,1-2,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,retired,1989,110,,MW,point,29.868,31.291,,https://www.gem.wiki/Cairo_South_power_plant,retired
Cairo South power plant,1-3,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,retired,1989,110,,MW,point,29.868,31.291,,https://www.gem.wiki/Cairo_South_power_plant,retired
Cairo South power plant,2-1,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1994,165,,MW,point,29.868,31.291,,https://www.gem.wiki/Cairo_South_power_plant,operating
Cairo West Extension power plant,1,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2011,330,,MW,point,30.138,31.167,,https://www.gem.wiki/Cairo_West_Extension_power_plant,operating
Cairo West Extension power plant,2,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2011,330,,MW,point,30.138,31.167,,https://www.gem.wiki/Cairo_West_Extension_power_plant,operating
Cairo West Extension power plant,3,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2011,350,,MW,point,30.138,31.167,,https://www.gem.wiki/Cairo_West_Extension_power_plant,operating
Cairo West Extension power plant,4,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2011,350,,MW,point,30.138,31.167,,https://www.gem.wiki/Cairo_West_Extension_power_plant,operating
Cairo West Extension power plant,5,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2021,650,,MW,point,30.138,31.167,,https://www.gem.wiki/Cairo_West_Extension_power_plant,operating
Calabar power station,1,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2015,113,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,operating
Calabar power station,2,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2015,113,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,operating
Calabar power station,2-1,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2029,127,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,proposed_plus
Calabar power station,2-2,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2029,127,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,proposed_plus
Calabar power station,3,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2015,113,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,operating
Calabar power station,3-1,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2030,141,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,proposed_plus
Calabar power station,3-2,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2030,141,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,proposed_plus
Calabar power station,3-3,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2030,141,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,proposed_plus
Calabar power station,3-4,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2030,141,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,proposed_plus
Calabar power station,4,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2015,113,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,operating
Calabar power station,5,gas_power_plant,Calabar Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2015,113,,MW,point,5.1897,8.2726,,https://www.gem.wiki/Calabar_power_station,operating
Cap Lopez power plant,1,gas_power_plant,,,Gabon,operating,,120,,MW,point,-0.72379,8.7653,,https://www.gem.wiki/Cap_Lopez_power_plant,operating
Cap des Biches (engine) power station,1,gas_power_plant,ContourGlobal PLC,KKR Co Inc,Senegal,operating,2016,86,,MW,point,14.719,-17.297,,https://www.gem.wiki/Cap_des_Biches_(engine)_power_station,operating
Cap des Biches power station,1,gas_power_plant,West Africa Energy; West Africa Energy,West Africa Energy; West Africa Energy,Senegal,construction,2023,300,,MW,point,14.722,-17.301,,https://www.gem.wiki/Cap_des_Biches_power_station,construction_plus
Cazenga power station,1,gas_power_plant,,,Angola,pre-construction,2025,100,,MW,point,-8.8149,13.306,,https://www.gem.wiki/Cazenga_power_station,pre-construction
Central Caminho de Ferro de Luanda (CFL) power station,1,gas_power_plant,,,Angola,operating,,125,,MW,point,-8.8278,13.276,,https://www.gem.wiki/Central_Caminho_de_Ferro_de_Luanda_(CFL)_power_station,operating
Central de Quileva power plant,1,gas_power_plant,Public Electricity Production Co,Public Electricity Production Co,Angola,operating,2018,84,,MW,point,-12.382,13.592,,https://www.gem.wiki/Central_de_Quileva_power_plant,operating
Centrale Électrique du Congo (CEC) power station,1,gas_power_plant,Société Centrale Electrique du Congo SA; Société Centrale Electrique du Congo SA,Eni SpA,Republic of the Congo,operating,2010,157,,MW,point,-4.8897,11.916,,https://www.gem.wiki/Centrale_Électrique_du_Congo_(CEC)_power_station,operating
Centrale Électrique du Congo (CEC) power station,2,gas_power_plant,Société Centrale Electrique du Congo SA; Société Centrale Electrique du Congo SA,Eni SpA,Republic of the Congo,operating,2010,157,,MW,point,-4.8897,11.916,,https://www.gem.wiki/Centrale_Électrique_du_Congo_(CEC)_power_station,operating
Centrale Électrique du Congo (CEC) power station,3,gas_power_plant,Société Centrale Electrique du Congo SA; Société Centrale Electrique du Congo SA,Eni SpA,Republic of the Congo,operating,2020,170,,MW,point,-4.8897,11.916,,https://www.gem.wiki/Centrale_Électrique_du_Congo_(CEC)_power_station,operating
Centrale Électrique du Congo (CEC) power station,4,gas_power_plant,Société Centrale Electrique du Congo SA; Société Centrale Electrique du Congo SA,Eni SpA,Republic of the Congo,announced,2027,516,,MW,point,-4.8897,11.916,,https://www.gem.wiki/Centrale_Électrique_du_Congo_(CEC)_power_station,proposed_plus
Chinsali power station,1,gas_power_plant,,,Zambia,cancelled,,400,,MW,point,-10.539,32.073,,https://www.gem.wiki/Chinsali_power_station,cancelled
Chinsali power station,2,gas_power_plant,,,Zambia,cancelled,,800,,MW,point,-10.539,32.073,,https://www.gem.wiki/Chinsali_power_station,cancelled
Ciprel power station,GT8,gas_power_plant,Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL),Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL),Côte d'Ivoire,operating,1997,111,,MW,point,5.2643,-4.0198,,https://www.gem.wiki/Ciprel_power_station,operating
Ciprel power station,GT9-GT10-CC1,gas_power_plant,Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL),Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL); Compagnie Ivoirienne de Production d’Electricité (CIPREL),Côte d'Ivoire,operating,2016,255,,MW,point,5.2643,-4.0198,,https://www.gem.wiki/Ciprel_power_station,operating
Coega power station,1,gas_power_plant,Coega Development Corp,Coega Development Corp,South Africa,pre-construction,2024,1000,,MW,point,-33.783,25.707,,https://www.gem.wiki/Coega_power_station,pre-construction
Coega power station,2,gas_power_plant,Coega Development Corp,Coega Development Corp,South Africa,pre-construction,2030,1000,,MW,point,-33.783,25.707,,https://www.gem.wiki/Coega_power_station,pre-construction
Coega power station,3,gas_power_plant,Coega Development Corp,Coega Development Corp,South Africa,pre-construction,2030,1000,,MW,point,-33.783,25.707,,https://www.gem.wiki/Coega_power_station,pre-construction
Congo Natural Gas Combined Cycle power plant,CC1,gas_power_plant,Aksa Energy Company Congo [TO BE DELETED],Aksa Energy Company Congo [TO BE DELETED],Republic of the Congo,announced,,50,,MW,point,-4.9205,11.938,,https://www.gem.wiki/Congo_Natural_Gas_Combined_Cycle_power_plant,proposed_plus
Congo Natural Gas Combined Cycle power plant,GT1-GT2,gas_power_plant,Aksa Energy Company Congo [TO BE DELETED],Aksa Energy Company Congo [TO BE DELETED],Republic of the Congo,operating,2021,50,,MW,point,-4.9205,11.938,,https://www.gem.wiki/Congo_Natural_Gas_Combined_Cycle_power_plant,operating
